Generation,Max Fitness, Min Fitness, Average Fitness
0,70,0,7
1,84,0,12
2,109,0,16
3,119,0,23
4,142,0,31
5,155,0,40
6,162,0,50
7,166,0,62
8,189,0,75
9,213,1,88
10,255,8,99
11,258,19,110
12,275,16,122
13,295,11,131
14,295,31,144
15,311,31,154
16,311,42,168
17,337,64,177
18,360,67,193
19,375,60,204
20,381,85,223
21,409,74,236
22,448,118,254
23,454,116,266
24,464,110,280
25,469,115,294
26,475,144,309
27,495,173,327
28,509,145,337
29,520,210,357
30,525,178,368
31,528,201,387
32,534,172,394
33,552,250,412
34,576,226,419
35,582,225,434
36,587,233,440
37,596,237,454
38,610,282,464
39,618,237,474
40,624,220,480
41,639,255,492
42,672,298,504
43,672,357,510
44,672,260,524
45,693,291,529
46,693,358,544
47,693,342,547
48,697,426,563
49,697,319,561
50,705,406,576
51,708,421,576
52,714,341,587
53,723,445,589
54,727,356,599
55,728,432,600
56,731,501,612
57,731,464,609
58,734,449,621
59,734,522,617
60,754,480,628
61,756,510,624
62,756,532,635
63,757,471,631
64,760,485,639
65,760,479,636
66,766,535,645
67,766,543,640
68,767,548,650
69,767,564,646
70,767,566,654
71,767,550,649
72,767,511,657
73,767,565,652
74,767,566,657
75,769,564,655
76,770,566,661
77,770,560,654
78,770,561,659
79,775,556,657
80,775,565,661
81,775,570,658
82,775,557,662
83,775,559,661
84,775,572,665
85,777,569,662
86,780,585,666
87,780,577,664
88,780,557,667
89,780,584,667
90,780,565,667
91,780,572,668
92,780,579,669
93,780,573,670
94,780,585,669
95,780,563,669
96,780,572,669
97,780,588,672
98,780,579,671
99,780,593,674
100,780,585,672
101,780,587,674
102,780,577,670
103,780,589,675
104,780,573,671
105,780,586,676
106,785,597,672
107,785,586,679
108,785,597,674
109,785,593,680
110,786,578,673
111,786,591,679
112,786,596,675
113,786,585,680
114,786,590,676
115,786,606,681
116,786,590,676
117,786,593,681
118,786,597,675
119,786,585,682
120,786,592,677
121,786,611,682
122,786,589,677
123,786,601,682
124,786,598,678
125,786,593,683
126,786,597,678
127,786,590,683
128,786,589,677
129,786,587,682
130,786,584,677
131,786,591,681
132,786,594,677
133,786,604,682
134,786,581,678
135,786,592,684
136,786,595,678
137,786,600,684
138,786,600,677
139,786,608,684
140,786,595,678
141,786,613,685
142,786,602,678
143,786,600,684
144,786,595,680
145,786,608,687
146,786,603,682
147,786,609,685
148,786,607,683
149,786,602,685
150,786,593,682
151,786,607,686
152,786,606,681
153,786,596,683
154,786,589,680
155,786,591,684
156,786,598,680
157,786,593,684
158,786,599,681
159,786,590,685
160,786,597,681
161,786,602,685
162,786,602,682
163,786,599,685
164,786,607,681
165,786,603,686
166,786,600,682
167,786,597,687
168,786,592,681
169,786,595,686
170,786,602,680
171,786,604,686
172,786,601,682
173,786,601,687
174,786,599,682
175,786,607,686
176,786,608,682
177,786,609,688
