Generation,Max Fitness, Min Fitness, Average Fitness
1,11,0,4
3,13,0,3
5,13,0,4
7,14,0,3
9,14,0,3
11,15,0,4
13,15,0,3
15,15,0,4
17,15,0,3
19,15,0,3
21,15,0,3
23,16,0,3
25,16,0,3
27,16,0,4
29,17,0,3
31,17,0,3
33,17,0,4
35,17,0,3
37,17,0,3
39,17,0,4
41,17,0,4
43,17,0,3
45,17,0,3
47,17,0,4
49,17,0,3
51,17,0,3
53,17,0,3
55,17,0,3
57,17,0,3
59,17,0,4
61,17,0,3
63,17,1,4
65,17,0,3
67,17,0,4
69,17,0,3
71,17,1,4
73,17,0,3
75,17,0,3
77,17,0,3
79,17,0,4
81,17,0,4
83,17,0,4
85,17,0,4
87,17,0,3
89,17,0,3
91,17,0,4
93,17,0,3
95,17,0,3
97,17,0,4
99,17,0,4
101,17,0,3
103,17,0,3
105,17,0,3
107,17,0,4
109,17,0,3
111,17,0,3
113,17,0,4
115,17,0,4
117,17,0,3
119,17,0,3
121,17,0,3
123,17,1,3
125,17,0,3
127,17,0,3
129,17,0,3
131,17,0,4
133,17,0,3
135,17,0,3
137,17,0,3
139,17,0,4
141,17,0,3
143,17,0,4
145,17,0,3
147,18,0,4
149,18,0,4
151,18,0,3
153,18,0,4
155,18,0,3
157,18,0,4
159,18,0,4
161,18,0,3
163,18,0,4
165,18,0,4
167,18,0,4
169,18,0,3
171,18,0,3
173,18,1,3
175,18,0,3
177,18,0,4
179,18,0,3
181,18,0,4
183,18,0,4
185,18,0,3
187,18,0,3
189,18,0,3
191,18,0,4
193,18,0,3
195,18,0,4
197,18,0,3
199,18,0,3
201,18,0,3
203,18,0,3
205,18,0,4
207,18,0,3
209,18,0,4
211,18,0,3
213,18,0,3
215,18,0,4
217,18,0,3
219,18,0,3
221,18,0,4
223,18,0,3
225,18,0,4
227,18,0,3
229,18,0,3
231,18,1,3
233,18,0,4
235,18,0,4
237,18,0,3
239,18,0,3
241,18,0,3
243,18,1,4
245,18,0,3
247,18,0,3
249,18,0,4
251,18,0,3
253,18,0,4
255,18,0,3
257,18,0,4
259,18,0,3
261,18,0,3
263,18,0,3
265,18,0,3
267,18,0,4
269,18,0,3
271,18,0,3
273,18,0,4
275,18,0,4
277,18,0,3
279,18,1,4
281,18,0,3
283,18,0,4
285,18,0,3
287,18,0,3
289,18,0,4
291,18,0,4
293,18,0,3
295,18,0,3
297,18,0,3
299,18,0,3
301,18,0,3
303,18,0,4
305,18,0,3
307,18,0,4
309,18,0,3
311,18,0,4
313,18,0,3
315,18,0,3
317,18,0,4
319,18,0,4
321,18,0,4
323,18,0,3
325,18,0,3
327,18,0,3
329,18,0,3
331,18,0,3
333,18,0,3
335,18,0,3
337,18,0,3
339,18,0,3
341,18,0,4
343,18,0,3
345,18,0,4
347,18,0,3
349,18,0,3
351,18,0,3
353,18,0,3
355,18,0,4
357,18,0,3
359,18,0,3
361,18,0,3
363,18,0,3
365,18,0,3
367,18,0,3
369,18,0,3
371,18,0,4
373,18,0,3
375,18,0,3
377,18,0,4
379,18,0,3
381,18,0,4
383,18,0,4
385,18,0,3
387,18,0,4
389,18,0,4
391,18,0,4
393,18,0,4
395,18,0,3
397,18,0,3
399,18,0,4
401,18,0,3
403,18,0,3
405,18,0,3
407,18,1,4
409,18,0,4
411,18,0,3
413,18,1,3
415,18,0,3
417,18,0,3
419,18,0,3
421,18,0,3
423,18,0,3
425,18,0,3
427,18,0,4
429,18,0,4
431,18,0,3
433,18,0,3
435,18,0,3
437,18,0,3
439,18,0,4
441,18,0,3
443,18,0,3
445,18,0,4
447,18,0,4
449,18,0,3
451,18,0,3
453,18,0,3
455,18,0,3
457,18,0,3
459,18,0,3
461,18,1,4
463,18,0,4
465,18,0,4
467,18,0,3
469,18,0,3
471,18,0,4
473,18,0,4
475,18,0,3
477,18,0,4
479,18,0,4
481,18,0,3
483,18,0,3
485,18,0,4
487,18,0,3
489,18,0,3
491,18,0,3
493,18,0,3
495,18,0,3
497,18,0,4
