0,49,0,7
1,54,0,11
2,58,0,15
3,109,0,21
4,110,0,26
5,112,3,32
6,120,3,36
7,124,4,40
8,149,2,46
9,189,15,55
10,197,13,63
11,207,22,76
12,214,21,91
13,214,28,106
14,226,49,123
15,229,57,139
16,235,67,152
17,239,106,165
18,251,87,173
19,262,102,185
20,267,110,199
21,286,116,214
22,305,150,225
23,329,138,237
24,350,169,253
25,367,195,272
26,373,195,285
27,377,217,298
28,396,199,310
29,405,229,324
30,443,196,337
31,453,241,352
32,468,266,367
33,486,282,387
34,498,296,402
35,512,317,417
36,525,309,430
37,540,346,449
38,575,353,466
39,587,385,490
40,608,401,506
41,608,419,521
42,624,420,535
43,633,424,549
44,646,428,562
45,696,432,580
46,701,431,593
47,717,488,609
48,735,498,621
49,737,475,636
50,739,512,648
51,759,453,656
52,762,524,673
53,773,522,687
54,780,580,703
55,790,548,712
56,793,598,721
57,808,561,731
58,808,608,739
59,819,619,748
60,819,594,750
61,823,623,760
62,826,624,762
63,830,640,772
64,830,640,776
65,843,639,780
66,846,648,788
67,860,638,793
68,870,617,797
69,870,588,800
70,873,662,805
71,873,654,813
72,879,632,823
73,879,678,824
74,883,644,830
75,884,695,838
76,887,671,837
77,891,667,842
78,895,677,849
79,900,680,850
80,900,692,858
81,904,649,858
82,912,688,863
83,914,714,869
84,916,643,869
85,917,693,877
86,929,700,873
87,930,708,880
88,930,704,886
89,933,692,886
90,935,704,888
91,935,681,892
92,935,720,901
93,936,650,902
94,941,657,902
95,942,711,905
96,944,706,906
97,944,654,910
98,944,686,911
99,945,671,913
100,947,708,913
101,947,721,915
102,948,719,915
103,948,708,920
104,950,725,923
105,951,665,920
106,951,737,922
107,951,666,923
108,951,732,924
109,952,714,924
110,952,671,923
111,952,668,922
112,952,645,921
113,952,730,923
114,952,677,923
115,953,733,921
116,953,746,931
117,953,715,929
118,953,725,930
119,953,700,928
120,953,706,929
121,954,758,932
122,954,705,933
123,954,720,928
124,954,697,932
125,955,711,934
126,955,712,933
127,955,728,933
128,956,719,930
129,956,704,928
130,956,663,925
131,956,590,923
132,956,677,932
133,956,723,928
134,956,699,927
135,956,746,924
136,956,753,929
137,956,668,926
138,956,724,926
139,956,645,924
140,956,728,932
141,956,730,926
142,957,714,931
143,957,737,931
144,958,744,931
145,958,716,931
146,958,763,935
147,958,718,929
148,959,728,927
149,961,756,935
150,961,730,931
151,961,753,933
152,961,650,929
153,961,766,939
154,961,727,934
155,961,722,932
156,961,767,934
157,961,720,931
158,961,749,932
159,964,743,937
160,965,746,939
161,965,737,935
162,966,751,938
163,966,750,937
164,966,751,938
165,968,744,940
166,968,732,942
167,970,748,940
168,970,698,936
169,970,728,935
170,970,745,939
171,971,747,942
172,971,789,944
173,971,736,941
174,971,743,944
175,973,722,942
176,974,731,938
177,974,720,942
178,975,727,943
179,975,752,945
180,977,737,945
181,977,746,945
182,977,739,948
183,977,781,953
184,977,750,948
185,977,694,945
186,977,731,942
187,977,746,945
188,978,760,943
189,978,677,938
190,978,733,943
191,978,754,949
192,978,707,947
193,978,781,950
194,979,762,951
195,979,720,946
196,980,747,950
197,980,711,949
198,980,729,950
199,980,728,949
200,980,752,951
201,980,700,949
202,980,657,951
203,980,748,954
204,981,662,950
205,981,716,952
206,981,753,954
207,981,705,954
208,981,705,957
209,982,711,956
210,982,774,960
211,985,739,954
212,985,727,951
213,985,722,954
214,985,739,953
215,985,773,956
216,985,738,954
217,985,690,951
218,985,731,954
219,985,766,950
220,985,727,954
221,986,750,949
222,986,669,952
223,986,671,956
224,986,800,958
225,986,736,957
226,986,694,951
227,986,711,956
228,987,729,949
229,987,741,953
230,987,758,957
231,988,762,956
232,989,702,959
233,989,724,957
234,989,701,954
235,990,751,957
236,990,759,962
237,991,769,961
238,991,721,961
239,992,705,953
240,992,704,959
241,992,722,961
242,992,702,961
243,992,720,961
244,992,752,960
245,992,717,962
246,992,756,959
247,992,733,959
248,993,740,959
249,993,732,959
250,993,751,954
251,994,754,961
252,994,732,964
253,995,758,962
254,995,744,967
255,996,747,965
256,997,738,968
257,997,759,964
258,997,754,968
259,999,743,968
260,999,751,967
261,999,738,966
262,1000,749,968
263,1000,735,968
264,1000,734,967
265,1001,673,967
266,1002,759,971
267,1002,733,969
268,1002,715,965
269,1004,681,970
270,1004,765,975
271,1005,758,972
272,1006,734,976
273,1009,761,971
274,1009,729,970
275,1010,732,973
276,1010,702,972
277,1011,764,975
278,1013,771,974
279,1013,770,971
280,1013,591,969
281,1013,669,976
282,1014,757,973
283,1014,734,972
284,1014,756,974
285,1017,755,972
286,1017,735,976
287,1017,775,975
288,1019,773,972
289,1019,770,977
290,1024,752,975
291,1024,750,976
292,1024,702,973
293,1024,676,979
294,1024,757,980
295,1026,743,981
296,1027,707,980
297,1028,750,985
298,1028,760,985
299,1030,723,988
300,1030,767,989
301,1030,713,984
302,1034,756,985
303,1035,758,991
304,1036,799,1000
305,1036,743,1000
306,1037,808,1006
307,1041,742,999
308,1041,756,1004
309,1042,761,998
310,1043,768,1001
311,1046,746,1003
312,1047,754,1008
313,1052,762,1007
314,1052,743,1011
315,1052,808,1009
316,1055,742,1008
317,1058,749,1011
318,1058,820,1012
319,1059,788,1015
320,1059,758,1013
321,1059,738,1008
322,1066,761,1009
323,1066,697,1011
324,1066,715,1008
325,1066,710,1015
326,1066,755,1021
327,1066,701,1021
328,1066,767,1020
329,1066,761,1023
330,1066,718,1020
331,1066,687,1024
332,1068,760,1029
333,1068,811,1036
334,1068,760,1033
335,1069,803,1034
336,1070,671,1026
337,1070,622,1031
338,1070,776,1030
339,1070,729,1031
340,1070,776,1035
341,1070,777,1033
342,1070,790,1038
343,1070,766,1035
344,1070,731,1036
345,1070,693,1032
346,1071,679,1030
347,1071,623,1028
348,1071,752,1033
349,1071,769,1029
350,1073,760,1035
351,1073,768,1035
352,1073,761,1040
353,1073,734,1036
354,1073,705,1039
355,1074,778,1034
356,1074,762,1038
357,1074,719,1028
358,1074,778,1036
359,1074,721,1034
360,1074,738,1039
361,1076,783,1038
362,1076,717,1039
363,1076,766,1035
364,1076,748,1039
365,1076,770,1033
366,1076,715,1035
367,1076,777,1036
368,1076,756,1035
369,1076,742,1035
370,1076,749,1030
371,1076,727,1033
372,1076,761,1040
373,1076,783,1036
374,1076,786,1040
375,1076,767,1040
376,1076,766,1042
377,1076,778,1043
378,1076,828,1046
379,1076,753,1039
380,1076,777,1041
381,1076,680,1038
382,1076,804,1045
383,1076,805,1042
384,1077,707,1041
385,1077,708,1043
386,1077,720,1037
387,1077,774,1048
388,1077,769,1040
389,1078,767,1043
390,1078,776,1043
391,1078,767,1035
392,1078,773,1048
393,1078,794,1050
394,1078,754,1045
395,1079,771,1045
396,1079,778,1047
397,1079,808,1048
398,1079,685,1041
399,1079,760,1041
400,1079,757,1035
401,1079,685,1038
402,1079,769,1044
403,1079,711,1043
404,1079,744,1039
405,1079,697,1042
406,1079,853,1041
407,1080,783,1041
408,1080,794,1046
409,1081,788,1043
410,1081,740,1036
411,1081,727,1035
412,1081,727,1044
413,1081,740,1039
414,1082,831,1041
415,1082,720,1041
416,1082,767,1038
417,1082,763,1046
418,1082,769,1041
419,1082,766,1037
420,1082,759,1042
421,1082,782,1040
422,1082,633,1044
423,1082,719,1042
424,1082,732,1042
425,1082,722,1038
426,1082,794,1045
427,1082,750,1041
428,1082,765,1035
429,1082,723,1039
430,1082,777,1038
431,1082,736,1035
432,1082,782,1041
433,1082,679,1040
434,1082,853,1041
435,1082,805,1035
436,1082,729,1030
437,1083,747,1036
438,1083,757,1046
439,1083,737,1048
440,1084,789,1050
441,1084,681,1047
442,1084,769,1045
443,1084,716,1038
444,1084,762,1042
445,1085,716,1040
446,1085,765,1045
447,1085,715,1037
448,1085,762,1045
449,1087,781,1047
450,1087,766,1035
451,1087,719,1041
452,1087,763,1038
453,1088,725,1039
454,1088,735,1039
455,1088,806,1053
456,1088,783,1047
457,1088,793,1049
458,1090,817,1050
459,1090,776,1048
460,1090,814,1050
461,1090,725,1048
462,1090,764,1043
463,1090,769,1044
464,1092,663,1044
465,1092,702,1040
466,1095,783,1047
467,1095,734,1052
468,1096,771,1051
469,1098,696,1047
470,1098,828,1052
471,1098,699,1044
472,1098,763,1049
473,1100,762,1052
474,1100,772,1052
475,1100,766,1048
476,1100,790,1050
477,1100,762,1043
478,1100,774,1046
479,1100,719,1051
480,1100,716,1054
481,1100,788,1061
482,1100,734,1058
483,1100,770,1057
484,1100,787,1056
485,1100,769,1059
486,1100,751,1053
487,1100,783,1059
488,1100,690,1056
489,1100,797,1059
490,1102,758,1055
491,1102,797,1057
492,1102,781,1056
493,1106,790,1058
494,1106,739,1054
495,1106,798,1058
496,1106,699,1061
497,1107,768,1056
498,1107,740,1057
499,1107,791,1058
500,1107,811,1065
501,1107,795,1060
502,1107,756,1060
503,1110,784,1063
504,1110,799,1060
505,1110,830,1064
506,1110,785,1064
507,1110,787,1062
508,1110,707,1064
509,1110,782,1061
510,1110,756,1060
511,1113,806,1058
512,1113,806,1062
513,1113,790,1060
514,1113,765,1058
515,1113,641,1057
516,1113,731,1067
517,1113,737,1059
518,1113,765,1071
519,1113,709,1065
520,1113,779,1068
521,1116,812,1073
522,1117,758,1067
523,1117,768,1068
524,1119,815,1068
525,1119,787,1070
526,1119,794,1060
527,1119,808,1066
528,1119,741,1071
529,1119,779,1072
530,1119,756,1071
531,1119,809,1072
532,1120,705,1073
533,1121,719,1073
534,1121,794,1072
535,1121,783,1073
536,1121,799,1076
537,1121,759,1074
538,1121,726,1072
539,1121,836,1071
540,1121,726,1077
541,1121,730,1074
542,1125,808,1072
543,1125,724,1078
544,1125,791,1073
545,1125,766,1070
546,1125,771,1074
547,1125,777,1074
548,1125,765,1072
549,1125,754,1073
550,1125,835,1075
551,1126,731,1072
552,1126,763,1075
553,1129,790,1071
554,1129,810,1078
555,1129,745,1079
556,1129,771,1087
557,1129,745,1078
558,1129,692,1077
559,1129,796,1084
560,1129,710,1079
561,1130,798,1086
562,1131,731,1081
563,1131,790,1081
564,1131,750,1078
565,1132,749,1080
566,1132,794,1085
567,1132,805,1088
568,1132,759,1087
569,1133,814,1094
570,1133,824,1092
571,1133,755,1086
572,1134,804,1085
573,1134,704,1085
574,1134,784,1083
575,1135,825,1089
576,1135,796,1085
577,1135,743,1084
578,1135,713,1082
579,1136,783,1079
580,1136,764,1084
581,1136,742,1078
582,1136,784,1084
583,1136,748,1083
584,1136,795,1091
585,1136,808,1090
586,1136,819,1090
587,1136,795,1096
588,1136,664,1091
589,1136,740,1085
590,1136,748,1092
591,1136,796,1100
592,1136,771,1100
593,1137,787,1093
594,1137,795,1098
595,1137,787,1094
596,1137,780,1089
597,1137,755,1088
598,1137,728,1088
599,1137,794,1088
600,1137,668,1083
601,1137,759,1094
602,1137,766,1092
603,1138,791,1084
604,1138,748,1085
605,1138,786,1083
606,1138,785,1082
607,1138,742,1087
608,1138,775,1086
609,1138,789,1085
610,1138,793,1087
611,1138,792,1084
612,1138,793,1090
613,1138,771,1088
614,1138,785,1084
615,1138,736,1094
616,1138,821,1095
617,1139,829,1097
618,1139,827,1092
