Generation,Max Fitness, Min Fitness, Average Fitness
0,80,0,7
1,91,0,11
2,94,0,16
3,103,0,23
4,140,0,30
5,149,0,38
6,161,0,48
7,178,0,59
8,182,0,71
9,194,0,86
10,225,3,101
11,251,4,116
12,275,15,133
13,313,18,150
14,322,27,167
15,345,23,184
16,381,35,201
17,397,58,220
18,428,48,241
19,438,37,263
20,445,64,284
21,476,123,308
22,501,107,333
23,512,148,356
24,525,189,378
25,582,223,398
26,595,190,421
27,608,200,440
28,619,235,461
29,626,288,482
30,629,266,502
31,675,269,521
32,713,261,536
33,719,270,556
34,744,317,576
35,759,299,594
36,778,292,614
37,790,345,634
38,804,350,650
39,804,374,669
40,818,373,686
41,827,399,706
42,841,389,724
43,847,425,739
44,871,422,753
45,877,435,764
46,891,472,776
47,895,452,788
48,903,417,798
49,907,478,809
50,910,444,817
51,931,466,825
52,933,516,839
53,942,476,844
54,945,512,851
55,951,521,859
56,959,509,870
57,960,526,877
58,972,545,885
59,974,495,888
60,977,531,895
61,977,535,901
62,982,550,905
63,984,512,910
64,988,566,917
65,989,587,919
66,994,591,925
67,999,605,926
68,999,583,932
69,999,576,932
70,999,578,939
71,1001,595,937
72,1005,558,941
73,1007,651,944
74,1007,570,949
75,1008,606,950
76,1010,622,957
77,1011,636,960
78,1013,623,963
79,1015,664,965
80,1016,695,966
81,1016,553,966
82,1017,567,970
83,1019,565,969
84,1021,659,971
85,1021,638,974
86,1021,598,972
87,1021,613,972
88,1025,626,976
89,1027,638,977
90,1028,562,976
91,1028,582,980
92,1028,607,980
93,1029,617,981
94,1029,630,983
95,1032,636,983
96,1033,592,983
97,1033,637,985
98,1038,611,986
99,1039,648,986
100,1041,604,989
101,1044,617,990
102,1045,609,989
103,1045,735,994
104,1045,557,990
105,1046,629,991
106,1046,591,994
107,1046,637,995
108,1047,641,994
109,1048,605,995
110,1050,651,998
111,1051,584,996
112,1053,589,1000
113,1053,613,999
114,1054,596,1002
115,1054,639,1002
116,1054,586,1001
117,1058,557,1006
118,1060,649,1006
119,1061,654,1008
120,1061,592,1008
121,1064,676,1011
122,1064,614,1007
123,1064,670,1012
124,1064,541,1012
125,1074,583,1012
126,1075,715,1016
127,1075,619,1016
128,1075,634,1018
129,1078,570,1017
130,1078,622,1017
131,1078,644,1020
132,1079,675,1019
133,1079,684,1021
134,1080,733,1022
135,1080,623,1021
136,1080,609,1022
137,1080,600,1020
138,1082,721,1024
139,1082,686,1026
140,1082,696,1024
141,1082,622,1028
142,1083,748,1033
