Generation,Max Fitness, Min Fitness, Average Fitness
1,5,0,2
3,5,0,3
5,5,0,3
7,5,0,3
9,6,1,3
11,6,1,3
13,6,1,3
15,6,1,3
17,7,1,3
19,7,1,4
21,7,1,4
23,8,1,4
25,9,1,4
27,9,2,5
29,10,2,5
31,10,2,5
33,12,2,6
35,13,2,6
37,14,2,7
39,14,3,7
41,16,4,8
43,16,4,9
45,17,5,9
47,17,4,10
49,17,5,11
51,17,5,12
53,18,7,13
55,18,8,14
57,18,8,15
59,18,7,15
61,18,5,16
63,18,5,16
65,18,7,16
67,18,8,16
69,18,8,16
71,18,10,16
73,18,10,16
75,18,9,16
77,18,8,16
79,19,8,16
81,19,8,17
83,19,8,17
85,19,8,17
87,19,8,16
89,19,8,17
91,19,9,17
93,19,10,17
95,19,9,17
97,19,9,17
99,19,9,17
101,19,9,17
103,19,9,17
105,19,9,17
107,19,8,17
109,19,9,17
111,19,10,17
113,19,9,17
115,19,6,17
117,19,8,17
119,19,10,17
121,19,7,17
123,19,9,17
125,19,10,17
127,19,10,17
129,19,8,17
131,19,10,17
133,19,9,17
135,19,8,17
137,19,10,17
139,19,8,17
141,19,11,17
143,19,10,17
145,19,10,17
147,19,10,17
149,19,10,17
151,19,8,17
153,19,9,17
155,19,9,17
157,19,8,17
159,19,9,17
161,19,9,17
163,19,10,17
165,19,8,17
167,19,9,17
169,19,11,17
171,19,9,17
173,19,9,17
175,19,9,17
177,19,10,17
179,19,9,17
181,19,10,17
183,19,10,17
185,19,9,17
187,19,10,17
189,19,9,17
191,19,9,17
193,19,9,17
195,19,10,17
197,19,9,17
199,19,9,17
201,19,9,17
203,19,10,17
205,19,7,17
207,19,9,17
209,19,10,17
211,19,10,17
213,19,11,17
215,19,9,17
217,19,10,17
219,19,8,17
221,19,8,17
223,19,9,17
225,19,9,17
227,19,10,17
229,19,8,17
231,19,8,17
233,19,9,17
235,19,10,17
237,19,10,17
239,19,9,17
241,19,9,17
243,19,9,17
245,19,10,17
247,19,10,17
249,19,9,17
251,19,9,17
253,19,7,17
255,19,9,17
257,19,9,17
259,19,8,17
261,19,8,17
263,19,9,17
265,19,10,17
267,19,9,17
269,19,8,17
271,19,8,17
273,19,8,17
275,19,8,17
277,19,10,17
279,19,10,17
281,19,8,17
283,19,9,17
285,19,8,17
287,19,9,17
289,19,10,17
291,19,10,17
293,19,8,17
295,19,8,17
297,19,9,17
299,19,8,17
301,19,8,17
303,19,8,17
305,19,8,17
307,19,8,17
309,19,9,17
311,19,8,17
313,19,10,17
315,19,9,17
317,19,11,17
319,19,8,17
321,19,10,17
323,19,10,17
325,19,8,17
327,19,9,17
329,19,8,17
331,19,9,17
333,19,8,17
335,19,9,17
337,19,9,17
339,19,9,17
