Generation,Max Fitness, Min Fitness, Average Fitness
1,6,0,3
2,7,1,3
3,7,1,4
4,9,1,4
5,10,1,5
6,11,1,5
7,12,2,5
8,13,2,6
9,15,2,6
10,17,2,7
11,18,2,7
12,20,3,8
13,20,3,9
14,24,3,10
15,24,3,11
16,25,3,12
17,27,3,13
18,30,5,15
19,34,5,16
20,34,4,17
21,35,4,18
22,36,7,20
23,37,4,21
24,37,5,22
25,39,5,24
26,40,6,25
27,41,7,26
28,43,8,28
29,43,6,29
30,44,10,29
31,45,8,30
32,45,7,31
33,45,10,32
34,46,10,32
35,46,8,32
36,47,8,33
37,48,12,34
38,48,13,34
39,48,13,34
40,48,12,35
41,48,11,35
42,48,13,36
43,49,13,36
44,49,16,37
45,49,12,37
46,50,14,38
47,50,16,38
48,50,11,38
49,50,15,38
50,50,14,38
51,51,14,39
52,52,14,39
53,52,15,39
54,52,18,40
55,52,18,41
56,52,16,40
57,53,16,40
58,53,17,41
59,53,14,40
60,53,18,41
61,53,13,41
62,53,16,41
63,53,11,41
64,53,20,42
65,53,16,42
66,53,16,42
67,54,20,42
68,54,11,42
69,54,17,43
70,55,18,43
71,55,15,43
72,55,15,43
73,55,18,43
74,55,16,43
75,56,18,43
76,56,15,43
77,56,18,43
78,56,16,43
79,56,14,43
80,56,18,43
81,56,15,43
82,56,17,43
83,56,12,43
84,56,19,44
85,56,16,44
86,56,16,44
87,56,13,44
88,56,13,44
89,56,18,44
90,56,13,44
91,56,17,44
92,56,18,44
93,56,15,44
94,56,16,44
95,56,14,44
96,56,15,44
97,56,15,44
98,56,16,45
99,57,15,45
100,57,17,45
101,57,15,45
102,57,17,46
103,57,15,46
104,57,19,46
105,57,20,46
106,57,18,46
107,57,16,46
108,57,18,46
109,57,20,47
110,57,16,46
111,57,16,46
112,57,22,46
113,57,18,46
114,57,17,46
115,57,17,46
116,57,17,47
117,57,20,47
118,57,19,47
119,57,19,47
120,57,20,48
121,57,15,47
122,57,19,47
123,57,19,47
124,58,20,47
125,58,15,47
126,58,23,48
127,58,16,47
128,58,18,48
129,58,21,48
130,58,19,48
131,58,20,48
132,58,20,48
133,58,15,48
134,58,17,48
135,58,20,48
136,58,14,48
137,58,17,48
138,58,20,48
139,58,20,48
140,58,19,48
141,58,23,48
142,58,18,48
143,60,15,48
144,60,20,48
145,60,18,48
146,60,22,48
147,60,18,48
148,60,20,48
149,60,19,48
150,60,20,48
151,60,19,48
152,60,19,48
153,60,16,48
154,60,21,48
155,60,18,48
156,60,20,48
157,60,14,47
158,60,17,48
159,60,21,48
160,60,19,48
161,60,19,48
162,60,20,48
163,60,20,48
164,60,13,48
165,60,19,48
166,60,21,48
167,60,19,47
168,60,14,48
169,60,20,48
170,60,20,48
171,60,20,48
172,60,19,49
173,60,18,48
174,60,19,49
175,60,14,48
176,60,16,49
177,60,18,48
178,60,18,49
179,60,17,48
180,60,16,49
181,60,16,49
182,60,19,48
183,60,17,48
184,60,20,49
185,60,18,49
186,60,23,48
187,60,19,48
188,60,16,49
189,60,20,48
190,60,17,48
191,60,17,48
192,60,16,48
193,60,20,49
194,60,22,48
195,60,23,49
196,60,23,49
197,60,14,49
198,60,19,49
199,60,15,49
