Generation,Max Fitness, Min Fitness, Average Fitness
1,7,0,3
3,7,1,4
5,7,1,4
7,7,1,4
9,7,2,5
11,7,2,5
13,7,2,5
15,7,2,5
17,7,2,5
19,7,2,5
21,7,2,5
23,7,2,5
25,7,3,5
27,7,2,5
29,7,3,5
31,7,2,5
33,7,3,5
35,8,2,5
37,8,3,5
39,8,3,5
41,8,3,6
43,8,3,6
45,8,3,6
47,8,3,6
49,8,3,6
51,8,3,6
53,8,4,6
55,8,2,6
57,8,3,6
59,8,4,6
61,8,3,6
63,9,4,6
65,9,3,6
67,9,4,6
69,9,4,6
71,10,4,6
73,10,4,7
75,10,4,7
77,10,4,7
79,10,5,7
81,10,5,7
83,10,5,7
85,11,5,8
87,11,6,8
89,11,5,8
91,12,5,8
93,13,6,9
95,13,6,9
97,13,7,9
99,13,7,10
101,14,7,10
103,14,6,10
105,14,8,11
107,14,7,11
109,14,8,12
111,15,9,12
113,15,9,12
115,15,10,12
117,15,9,13
119,15,9,13
121,15,10,13
123,15,11,13
125,16,10,14
127,16,10,14
129,16,11,14
131,16,10,14
133,16,10,14
135,16,10,14
137,16,9,14
139,16,11,14
141,16,12,14
143,16,12,14
145,16,12,14
147,16,11,14
149,16,11,14
151,16,12,14
153,16,9,14
155,16,10,15
157,16,10,15
159,16,12,15
161,16,10,15
163,16,12,15
165,16,11,15
167,16,10,15
169,16,12,15
171,16,10,15
173,16,12,15
175,17,10,15
177,17,10,15
179,17,10,15
181,17,9,15
183,17,12,15
185,17,12,15
187,17,11,15
189,17,11,15
191,17,13,15
193,17,13,16
195,17,13,16
197,17,12,16
199,17,13,16
201,17,12,16
203,17,12,16
205,17,12,16
207,17,11,16
209,17,11,16
211,17,13,16
213,17,12,16
215,18,10,16
217,18,11,16
219,18,13,16
221,18,14,17
223,18,13,17
225,18,13,17
227,18,13,17
229,18,13,17
231,18,13,17
233,18,12,17
235,18,13,17
237,18,14,17
239,18,12,17
241,18,11,17
243,18,14,17
245,18,14,17
247,18,13,17
249,18,12,17
251,18,13,17
253,18,12,17
255,18,10,17
257,18,12,17
259,18,10,17
261,18,10,17
263,18,12,17
265,18,11,17
267,18,13,17
269,18,13,17
271,18,12,17
273,18,10,17
275,18,11,17
277,18,12,17
279,18,12,17
281,18,13,17
283,18,13,17
285,18,14,17
287,18,12,17
289,18,13,17
291,18,14,17
293,18,13,17
295,18,12,17
297,18,13,17
299,18,13,17
301,18,13,17
303,18,12,17
305,18,10,17
307,18,14,17
309,18,11,17
311,18,12,17
313,18,15,17
315,18,13,17
317,18,12,17
319,18,12,17
321,18,12,17
323,18,14,17
325,18,12,17
327,18,12,17
329,18,15,17
331,18,14,17
333,18,13,17
335,18,13,17
337,18,14,17
339,18,13,17
341,18,14,17
343,18,13,17
345,18,13,17
347,18,11,17
349,18,14,17
351,18,12,17
353,18,15,17
355,18,11,17
357,18,13,17
359,18,14,17
361,18,14,17
363,18,12,17
365,18,14,17
367,18,13,17
369,18,12,17
371,18,12,17
373,18,13,17
375,18,11,17
377,18,12,17
379,18,14,17
381,18,14,17
383,18,12,17
385,18,13,17
387,18,14,17
389,18,13,17
391,18,14,17
393,18,14,17
395,18,14,17
397,18,12,17
399,18,13,17
401,18,14,17
403,18,14,17
405,18,12,17
407,18,12,17
409,18,13,17
411,18,12,17
413,18,12,17
415,18,13,17
417,18,13,17
419,18,12,17
421,18,14,17
423,18,13,17
425,18,14,17
427,18,12,17
429,18,13,17
431,18,11,17
433,18,10,17
435,18,12,17
437,18,13,17
439,18,13,17
441,18,13,17
443,18,13,17
445,18,13,17
447,18,11,17
449,18,12,17
451,18,13,17
453,18,14,17
455,18,11,17
457,18,12,17
459,18,12,17
461,18,14,17
463,18,14,17
465,18,12,17
467,18,13,17
469,18,14,17
471,18,11,17
473,18,13,17
475,18,13,17
477,18,12,17
479,18,14,17
481,18,13,17
483,18,12,17
485,18,10,17
487,18,11,17
489,18,12,17
491,18,12,17
493,18,13,17
495,18,13,17
497,18,12,17
499,18,12,17
501,18,10,17
503,18,12,17
505,18,13,17
507,18,13,17
509,18,13,17
511,18,15,17
513,18,12,17
515,18,12,17
517,18,12,17
519,18,11,17
521,18,13,17
523,18,12,17
525,18,14,17
527,18,13,17
529,18,13,17
531,18,11,17
533,18,13,17
535,18,12,17
537,18,13,17
539,18,14,17
541,18,14,17
543,18,13,17
545,18,11,17
547,18,11,17
549,18,12,17
551,18,12,17
553,18,13,17
555,18,9,17
557,18,13,17
559,18,13,17
561,18,14,17
563,18,13,17
565,18,14,17
567,18,13,17
569,18,12,17
571,18,14,17
573,18,14,17
575,18,14,17
577,18,14,17
579,18,12,17
581,18,13,17
583,18,13,17
585,18,13,17
587,18,11,17
589,18,14,17
591,18,11,17
593,18,13,17
595,18,13,17
597,18,13,17
599,18,13,17
601,18,14,17
603,18,14,17
605,18,14,17
607,18,13,17
609,18,11,17
611,18,13,17
613,18,14,17
615,18,13,17
617,18,14,17
619,18,13,17
621,18,11,17
623,18,13,17
625,18,11,17
627,18,13,17
629,18,12,17
631,18,13,17
633,18,15,17
635,18,12,17
637,18,13,17
639,18,12,17
641,18,15,17
643,18,14,17
645,18,12,17
647,18,14,17
649,18,13,17
651,18,12,17
653,18,12,17
655,18,14,17
657,18,12,17
659,18,12,17
661,18,11,17
663,18,12,17
665,18,13,17
667,18,14,17
669,18,12,17
671,18,13,17
673,18,14,17
675,18,13,17
677,18,14,17
679,18,15,17
681,18,12,17
683,18,14,17
685,18,13,17
687,18,13,17
689,18,14,17
691,18,10,17
693,18,14,17
695,18,14,17
697,18,14,17
699,18,13,17
701,18,14,17
703,18,11,17
705,18,12,17
707,18,13,17
709,18,13,17
711,18,14,17
713,18,13,17
715,18,14,17
717,18,14,17
719,18,13,17
721,18,14,17
723,18,13,17
725,18,14,17
727,18,13,17
729,18,15,17
731,18,14,17
733,18,14,17
735,18,14,17
737,18,13,17
739,18,11,17
741,18,13,17
743,18,12,17
745,18,14,17
747,18,14,17
749,18,13,17
751,18,14,17
753,18,14,17
755,18,15,17
757,18,14,17
759,18,14,17
761,18,14,17
763,18,14,17
765,18,14,17
767,18,14,17
