Generation,Max Fitness, Min Fitness, Average Fitness
1,7,0,3
2,8,0,3
3,9,0,4
4,9,0,4
5,10,1,5
6,11,2,5
7,13,1,5
8,14,1,6
9,17,1,6
10,17,2,7
11,20,2,7
12,23,2,8
13,24,2,9
14,25,2,10
15,28,1,10
16,30,2,12
17,31,3,13
18,33,3,14
19,34,2,15
20,37,2,16
21,38,3,18
22,40,3,19
23,42,3,20
24,42,4,22
25,44,3,23
26,44,2,25
27,45,2,26
28,45,5,28
29,45,2,28
30,46,1,29
31,46,5,30
32,48,5,30
33,49,6,31
34,49,1,31
35,49,4,32
36,49,3,32
37,49,5,32
38,49,3,33
39,49,9,34
40,49,3,34
41,49,4,34
42,49,12,35
43,50,10,35
44,50,8,36
45,50,11,36
46,50,9,37
47,50,11,37
48,50,13,37
49,50,13,37
50,50,11,37
51,50,14,38
52,50,12,38
53,50,12,38
54,50,14,38
55,52,10,38
56,52,16,38
57,52,11,38
58,52,11,38
59,52,8,39
60,52,9,39
61,52,9,40
62,52,14,40
63,52,11,40
64,53,9,40
65,53,13,40
66,53,13,40
67,54,12,40
68,54,14,41
69,54,12,41
70,54,12,41
71,54,10,41
72,54,13,41
73,54,15,41
74,54,16,41
75,54,10,41
76,55,7,41
77,55,13,42
78,56,11,42
79,56,14,42
80,57,13,42
81,57,13,42
82,57,13,42
83,57,11,42
84,57,15,42
85,57,12,43
86,57,13,43
87,57,12,43
88,57,13,43
89,57,13,43
90,57,14,43
91,58,15,43
92,58,14,44
93,58,14,44
94,58,13,44
95,58,12,44
96,58,14,44
97,58,14,44
98,58,13,44
99,58,13,44
100,58,15,44
101,58,8,44
102,58,17,44
103,58,13,44
104,58,17,44
105,58,14,44
106,59,13,44
107,60,16,44
108,60,18,44
109,60,14,45
110,60,13,44
111,60,15,44
112,60,10,45
113,60,16,44
114,60,17,45
115,60,17,45
116,60,14,45
117,60,16,45
118,60,14,45
119,60,16,45
120,60,16,45
121,60,13,45
122,60,14,45
123,60,17,45
124,60,14,45
125,60,15,45
126,60,14,45
127,60,16,45
128,60,12,45
129,60,16,46
130,60,14,45
131,60,15,45
132,60,16,46
133,60,13,46
134,60,14,46
135,61,14,46
136,61,17,46
137,61,15,46
138,61,13,46
139,61,12,46
140,61,14,46
141,61,10,46
142,61,15,46
143,61,16,46
144,61,15,46
145,61,14,46
146,61,13,46
147,61,13,47
148,61,16,46
149,61,11,46
150,61,14,47
151,61,16,47
152,61,13,46
153,61,16,47
154,61,12,47
155,61,16,47
156,61,16,47
157,61,15,48
158,61,15,48
159,61,17,48
160,61,16,48
161,61,14,47
162,61,20,48
163,61,17,48
164,61,16,48
165,61,16,48
166,61,16,48
167,61,17,48
168,61,19,48
169,61,16,48
170,61,14,48
171,61,15,48
172,61,15,48
173,61,13,48
174,61,15,48
175,61,16,48
176,61,17,48
177,61,17,48
178,61,16,48
179,61,16,48
180,61,16,48
181,61,16,48
182,61,14,48
183,61,13,48
184,61,14,49
185,61,14,48
186,61,17,48
187,61,14,48
188,61,13,48
189,61,18,49
190,61,15,49
191,61,18,48
192,61,14,49
193,61,18,48
194,61,16,49
195,61,17,49
196,61,13,48
197,61,15,48
198,61,16,48
199,61,14,48
200,61,14,48
201,61,15,48
202,61,16,48
203,61,18,48
204,61,15,48
205,61,14,48
206,61,15,48
207,61,15,48
208,61,16,48
209,61,12,48
210,61,17,48
211,61,14,48
212,61,15,48
213,61,16,48
214,61,10,48
215,61,13,48
216,61,16,48
217,61,17,48
218,61,15,48
219,61,14,48
220,61,19,48
221,61,17,48
222,61,15,49
223,61,16,48
224,61,17,48
225,61,14,48
226,61,16,49
227,61,12,48
228,61,15,49
229,61,14,49
230,61,16,49
231,61,17,49
232,61,17,49
233,61,16,48
234,61,17,48
235,61,16,48
236,61,15,48
237,61,14,48
238,61,15,48
239,61,18,48
240,61,14,48
241,61,16,49
242,61,14,49
243,61,14,49
244,61,16,48
245,61,17,49
246,61,15,49
247,61,17,49
248,61,16,49
249,61,18,48
250,61,19,49
251,61,13,48
252,61,16,49
253,61,14,49
254,61,14,49
255,61,14,48
256,61,14,48
257,61,15,48
258,61,15,49
259,61,17,48
260,61,15,48
261,61,16,49
262,61,14,48
263,61,15,48
264,61,13,48
265,61,18,48
266,61,15,48
267,61,16,48
268,61,15,48
269,61,13,48
270,61,12,48
271,61,15,48
272,61,17,49
273,61,14,49
274,61,14,48
275,61,13,48
276,61,12,48
277,61,12,48
278,61,13,48
279,61,18,48
280,61,13,48
281,61,14,49
282,61,15,48
283,61,15,49
284,61,16,48
285,61,18,48
286,61,18,48
287,61,17,49
288,61,16,48
289,61,14,48
290,61,16,48
291,61,18,48
292,61,17,48
293,61,16,48
294,61,16,48
295,61,15,48
296,61,15,48
297,61,12,48
298,61,17,48
299,61,16,48
300,61,16,48
301,61,16,48
302,61,19,48
303,61,16,49
304,61,12,48
305,61,16,48
306,61,14,48
307,61,13,48
308,61,16,48
309,61,19,48
310,61,16,48
311,61,14,48
312,61,15,48
313,61,16,48
314,61,16,48
315,61,17,48
316,61,12,48
317,61,17,48
