Generation,Max Fitness, Min Fitness, Average Fitness
1,7,0,3
3,7,0,4
5,8,0,4
7,8,0,4
9,8,1,4
11,9,1,5
13,10,1,5
15,10,2,5
17,10,2,5
19,11,1,5
21,11,2,6
23,12,2,6
25,13,2,6
27,15,2,7
29,15,2,7
31,16,2,8
33,16,3,8
35,18,3,9
37,18,4,10
39,18,3,10
41,18,5,11
43,18,4,12
45,18,6,13
47,18,5,14
49,18,4,14
51,19,5,15
53,19,6,15
55,19,7,15
57,19,6,15
59,19,7,16
61,19,7,16
63,19,5,16
65,19,7,16
67,19,5,16
69,19,5,16
71,19,7,16
73,19,7,16
75,19,6,16
77,19,5,16
79,19,7,16
81,19,4,16
83,19,7,16
85,19,7,16
87,19,9,16
89,19,8,16
91,19,6,16
93,19,9,16
95,19,7,16
97,19,8,16
99,19,6,16
101,20,9,16
103,20,7,16
105,20,8,16
107,20,7,17
109,20,6,17
111,20,8,16
113,20,8,16
115,20,8,17
117,20,8,17
119,20,9,17
121,20,8,17
123,20,9,17
125,20,8,17
127,20,8,17
129,20,8,17
131,20,7,17
133,20,8,17
135,20,9,17
137,20,8,17
139,20,7,17
141,20,7,17
143,20,8,17
145,20,7,17
147,20,9,17
149,20,7,17
151,20,7,17
153,20,7,17
155,20,8,17
157,20,8,17
159,20,7,17
161,20,7,17
163,20,8,17
165,20,7,17
167,20,8,17
169,20,8,17
171,20,6,17
173,20,7,17
175,20,8,17
177,20,8,17
179,20,8,17
181,20,8,17
183,20,8,17
185,20,7,17
187,20,8,17
189,20,7,17
191,20,5,18
193,20,6,17
195,20,8,17
197,20,7,17
199,20,6,17
201,20,8,17
203,20,7,17
205,20,6,18
207,20,7,18
209,20,8,18
211,20,7,18
213,20,9,18
215,20,7,18
217,20,6,17
219,20,7,17
221,20,8,17
223,21,7,17
225,21,7,18
227,21,7,18
229,21,8,18
231,21,6,18
233,21,8,17
235,21,8,18
237,21,8,18
239,21,6,18
241,21,8,18
243,21,8,18
245,21,8,18
247,21,6,18
249,21,7,18
251,21,6,18
253,21,7,18
255,21,5,17
257,21,7,18
259,21,7,18
261,21,7,18
263,21,7,18
265,21,7,17
267,21,8,18
269,21,8,17
271,21,7,17
273,21,7,18
275,21,7,18
277,21,8,18
279,21,5,18
281,21,6,18
283,21,9,18
285,21,6,18
287,21,7,18
289,21,7,18
291,21,6,18
293,21,7,18
295,21,7,18
297,21,6,17
299,21,7,18
301,21,8,18
303,21,7,18
305,21,7,17
307,21,7,17
309,21,7,18
311,21,7,18
313,21,7,18
315,21,8,18
317,21,8,17
319,21,7,18
321,21,8,18
323,21,8,18
325,21,7,18
327,21,6,17
329,21,7,18
331,21,6,18
333,21,8,18
335,21,7,18
337,21,7,18
339,21,7,18
341,21,8,18
343,21,6,18
345,21,7,18
347,21,7,18
349,21,7,18
351,21,6,18
353,21,8,18
355,21,6,18
357,21,8,18
359,21,7,18
361,21,8,18
363,21,7,18
365,21,6,17
367,21,8,18
369,21,8,18
371,21,7,18
373,21,8,18
375,21,8,18
377,21,8,18
379,21,6,18
381,21,7,18
383,21,6,18
385,21,8,18
387,21,8,18
389,21,7,18
391,21,7,18
393,21,6,18
395,21,7,18
397,21,8,18
399,21,8,18
401,21,8,18
403,21,6,18
405,21,7,18
407,21,7,18
409,21,7,18
411,21,7,18
413,21,6,18
415,21,6,18
417,21,7,18
419,21,7,18
421,21,8,18
423,21,7,18
425,21,7,17
427,21,7,17
429,21,7,18
431,21,7,18
433,21,7,18
435,21,7,18
437,21,6,18
