Generation,Max Fitness, Min Fitness, Average Fitness
1,6,0,3
2,7,0,3
3,7,0,4
4,8,1,4
5,8,1,4
6,10,1,5
7,10,1,5
8,11,2,5
9,12,1,6
10,13,2,6
11,15,2,6
12,17,2,7
13,18,2,7
14,18,3,8
15,20,2,9
16,23,3,10
17,24,3,11
18,24,3,12
19,25,5,13
20,28,4,14
21,30,5,15
22,31,4,17
23,32,5,18
24,33,6,19
25,35,7,20
26,38,6,22
27,38,6,23
28,39,7,25
29,42,9,26
30,42,9,27
31,43,10,29
32,43,9,30
33,45,15,32
34,45,16,33
35,47,11,34
36,47,9,35
37,48,15,36
38,48,15,37
39,48,13,38
40,49,15,39
41,49,17,39
42,49,18,40
43,49,15,40
44,49,19,41
45,49,20,42
46,50,22,42
47,50,24,42
48,50,22,43
49,51,20,43
50,51,24,43
51,51,20,44
52,51,24,44
53,51,15,44
54,51,24,44
55,51,23,44
56,51,28,45
57,51,24,45
58,51,22,45
59,52,25,45
60,52,24,46
61,53,21,46
62,54,26,46
63,54,28,47
64,54,24,47
65,54,24,47
66,54,25,47
67,54,24,47
68,54,26,48
69,54,29,48
70,54,26,48
71,54,28,48
72,54,27,48
73,54,29,49
74,54,27,49
75,54,23,49
76,54,27,49
77,54,27,49
78,54,26,49
79,55,29,49
80,55,27,49
81,56,28,50
82,56,28,50
83,56,28,50
84,56,21,50
85,56,28,50
86,56,30,50
87,56,27,51
88,56,25,50
89,56,23,50
90,56,29,50
91,56,29,50
92,56,24,51
93,56,25,51
94,56,25,51
95,56,28,51
96,57,27,51
97,57,28,51
98,57,25,51
99,57,24,51
100,58,28,51
101,59,29,51
102,59,30,52
103,59,26,52
104,59,24,52
105,59,23,52
106,59,27,52
107,59,29,52
108,59,31,52
109,59,29,53
110,59,28,53
111,59,25,53
112,59,24,53
113,59,31,53
114,59,27,53
115,59,30,54
116,59,27,54
117,59,21,54
118,59,30,54
119,59,30,54
120,59,29,54
121,59,31,55
122,59,26,55
123,59,30,55
124,60,31,55
125,60,29,55
126,60,30,55
127,60,27,55
128,60,26,55
129,60,29,55
130,60,30,55
131,60,26,55
132,61,29,55
133,61,30,55
134,61,28,55
135,61,27,55
136,61,29,55
137,61,31,55
138,61,29,55
139,61,28,55
140,61,29,55
141,61,28,55
142,61,27,55
143,61,26,55
144,61,25,55
145,61,28,55
146,61,31,55
147,61,27,55
148,61,26,55
149,61,29,55
150,61,27,56
151,61,26,56
152,61,28,56
153,61,28,56
154,61,28,55
155,61,30,56
156,61,27,55
157,61,29,56
158,61,27,56
159,61,32,56
160,61,26,56
161,61,32,56
162,61,26,56
163,61,31,56
164,61,26,56
165,61,29,56
166,61,31,56
167,61,27,56
168,61,30,56
169,62,29,56
170,62,29,56
171,62,28,56
172,62,28,56
173,62,31,56
174,62,29,56
175,62,28,56
176,62,32,56
177,62,26,56
178,62,30,56
179,62,32,56
180,62,28,56
181,62,29,56
182,62,28,56
183,62,29,56
184,62,28,56
185,62,30,56
186,62,29,56
187,62,29,56
188,62,29,57
189,62,31,56
190,62,29,56
191,62,27,56
192,62,29,56
193,62,31,57
194,62,29,57
195,62,26,57
196,62,32,57
197,62,28,57
198,62,28,56
