Generation,Max Fitness, Min Fitness, Average Fitness
1,9,1,5
3,10,1,5
5,10,2,6
7,10,2,6
9,10,2,6
11,10,3,7
13,10,4,7
15,10,3,7
17,10,3,7
19,11,4,7
21,11,4,7
23,11,4,7
25,11,4,7
27,11,4,8
29,11,5,8
31,11,4,8
33,11,4,8
35,11,5,8
37,11,4,8
39,11,5,8
41,11,5,8
43,11,5,8
45,12,5,8
47,12,5,8
49,12,5,8
51,12,4,8
53,12,5,8
55,12,5,9
57,12,5,9
59,12,5,9
61,12,5,9
63,12,6,9
65,12,6,9
67,13,6,9
69,13,6,10
71,13,6,10
73,13,7,10
75,13,7,10
77,13,7,10
79,14,7,10
81,15,8,11
83,15,8,11
85,15,8,11
87,15,9,12
89,15,8,12
91,16,9,12
93,16,9,12
95,16,10,13
97,16,10,13
99,17,10,14
101,17,10,14
103,17,10,14
105,17,10,14
107,17,9,15
109,17,12,15
111,18,11,15
113,18,13,15
115,18,11,15
117,18,13,16
119,19,13,16
121,19,11,16
123,19,13,17
125,19,14,17
127,19,10,17
129,19,11,17
131,19,13,17
133,19,13,17
135,19,8,17
137,19,12,18
139,19,13,18
141,19,15,18
143,19,14,18
145,19,15,18
147,20,14,18
149,20,14,18
151,20,14,18
153,20,15,18
155,20,11,18
157,20,12,18
159,20,13,19
161,20,9,19
163,20,11,19
165,20,9,19
167,20,15,19
169,21,15,19
171,21,13,19
173,21,12,19
175,21,11,19
177,21,14,19
179,21,14,19
181,21,14,19
183,21,13,19
185,21,11,19
187,21,15,19
189,21,14,20
191,21,16,20
193,21,16,20
195,21,17,20
197,21,15,20
199,21,14,20
201,21,11,20
203,21,14,20
205,21,12,20
207,21,16,20
209,21,13,20
211,21,16,20
213,21,12,20
215,21,17,20
217,21,15,20
219,21,12,20
221,21,15,20
223,21,15,20
225,21,13,20
227,21,15,20
229,21,16,20
231,21,13,20
233,21,13,20
235,21,14,20
237,21,15,20
239,21,17,20
241,21,15,20
243,21,16,20
245,21,11,20
247,21,15,20
249,21,13,20
251,21,15,20
253,21,14,20
255,21,10,20
257,21,9,20
259,21,15,20
261,21,16,20
263,21,12,20
265,21,16,20
267,21,15,20
269,21,15,20
271,21,15,20
273,21,14,20
275,21,13,20
277,21,13,20
279,21,16,20
281,21,15,20
283,21,15,20
285,21,15,20
287,21,16,20
289,21,15,20
291,21,15,20
293,21,14,20
295,21,15,20
297,21,16,20
299,21,15,20
301,21,16,20
303,21,15,20
305,21,13,20
307,21,16,20
309,21,16,20
311,21,14,20
313,21,15,20
315,21,15,20
317,21,10,20
319,21,12,20
321,21,15,20
323,21,14,20
325,21,12,20
327,21,15,20
329,21,10,20
331,21,13,20
333,21,12,20
335,21,15,20
337,21,14,20
339,21,15,20
341,21,15,20
343,21,13,20
345,21,13,20
347,21,13,20
349,21,15,20
351,21,13,20
353,21,13,20
355,21,14,20
357,21,10,20
359,21,14,20
361,21,14,20
363,21,14,20
365,21,16,20
367,21,16,20
369,21,11,20
371,21,16,20
373,21,14,20
375,21,16,20
377,21,13,20
379,21,15,20
381,21,16,20
383,21,16,20
385,21,13,20
387,21,14,20
389,21,11,20
391,21,14,20
393,21,14,20
395,21,16,20
397,21,16,20
399,21,13,20
401,21,15,20
403,21,14,20
405,21,16,20
407,21,14,20
409,21,13,20
411,21,12,20
413,21,16,20
415,21,15,20
417,21,11,20
419,21,11,20
421,21,17,20
423,21,16,20
425,21,15,20
427,21,11,20
429,21,14,20
431,21,16,20
433,21,14,20
435,21,13,20
437,21,16,20
439,21,14,20
441,21,13,20
443,21,11,20
445,21,14,20
447,21,12,20
449,21,14,20
451,21,11,20
453,21,16,20
455,21,14,20
457,21,12,20
459,21,11,20
461,21,16,20
463,21,14,20
465,21,16,20
467,21,11,20
469,21,14,20
471,21,11,20
473,21,13,20
475,21,16,20
477,21,16,20
479,21,12,20
481,21,14,20
483,21,17,20
485,21,11,20
487,21,12,20
489,21,14,20
491,21,11,20
493,21,13,20
495,21,13,20
497,21,11,20
499,21,15,20
501,21,12,20
503,21,14,20
505,21,14,20
507,21,15,20
509,21,15,20
511,21,14,20
513,21,18,20
515,21,18,20
517,21,16,20
519,21,18,20
521,21,12,20
523,21,13,20
525,21,16,20
527,21,13,20
529,21,15,20
531,21,15,20
533,21,14,20
535,21,16,20
537,21,17,20
539,21,13,20
541,21,15,20
543,21,14,20
545,21,17,20
547,21,16,20
549,21,13,20
551,21,13,20
553,21,11,20
555,21,16,20
557,21,14,20
559,21,14,20
561,21,12,20
563,21,15,20
565,21,12,20
567,21,16,20
569,21,13,20
571,21,17,20
573,21,15,20
575,21,16,20
577,21,14,20
579,21,16,20
581,21,16,20
583,21,14,20
585,21,14,20
587,21,13,20
589,21,13,20
591,21,14,20
593,21,11,20
595,21,14,20
597,21,10,20
599,21,16,20
601,21,14,20
603,21,14,20
605,21,10,20
607,21,16,20
609,21,17,20
611,21,13,20
613,21,13,20
615,21,13,20
617,21,14,20
619,21,17,20
621,21,13,20
623,21,15,20
625,21,14,20
627,21,17,20
629,21,14,20
631,21,15,20
633,21,12,20
635,21,15,20
