Generation,Max Fitness, Min Fitness, Average Fitness
1,4,0,2
2,5,1,2
3,5,1,2
4,6,1,3
5,6,1,3
6,7,1,3
7,7,1,3
8,7,1,4
9,10,2,4
10,10,1,4
11,11,2,5
12,14,2,6
13,15,2,7
14,16,2,7
15,17,4,9
16,20,4,10
17,21,5,11
18,23,5,12
19,23,5,14
20,25,6,15
21,29,6,16
22,31,8,18
23,31,7,19
24,33,7,20
25,34,8,21
26,35,12,24
27,35,7,25
28,35,9,26
29,36,13,28
30,36,13,30
31,36,11,31
32,36,14,32
33,36,11,32
34,37,13,33
35,37,16,33
36,37,17,33
37,37,11,33
38,37,14,34
39,37,18,34
40,37,17,34
41,37,21,34
42,37,16,34
43,37,14,34
44,38,19,34
45,38,13,35
46,38,13,34
47,38,15,34
48,38,12,34
49,38,16,35
50,38,14,34
51,38,18,35
52,38,13,35
53,38,19,35
54,38,16,35
55,38,16,35
56,38,16,35
57,38,13,35
58,38,14,35
59,38,18,35
60,39,16,35
61,39,20,36
62,39,16,36
63,39,15,35
64,39,16,35
65,39,17,35
66,39,14,36
67,39,16,35
68,39,16,36
69,39,13,35
70,39,16,36
71,39,13,36
72,39,20,37
73,39,13,36
74,39,21,37
75,39,18,37
76,39,16,37
77,39,20,37
78,39,17,37
79,39,19,37
80,39,17,37
81,39,13,37
82,39,14,37
83,39,20,37
84,40,18,37
85,40,21,38
86,40,18,37
87,40,21,37
88,41,18,37
89,41,23,37
90,41,22,38
91,41,21,38
92,41,20,38
93,41,15,37
94,41,19,38
95,41,20,38
96,41,17,38
97,41,21,38
98,41,18,38
99,41,19,39
100,41,18,39
101,41,21,39
102,41,22,39
103,41,22,39
104,41,22,39
105,41,23,39
106,41,17,39
107,41,24,39
108,41,20,39
109,42,22,38
110,42,17,39
111,42,20,38
112,42,21,39
113,42,23,39
114,42,21,38
115,42,16,38
116,42,21,39
117,42,14,39
118,42,20,39
119,42,21,39
120,42,24,39
121,42,25,39
122,42,21,39
123,42,23,39
124,42,23,39
125,42,17,39
126,42,15,38
127,42,23,39
128,42,22,39
129,42,22,39
130,42,15,39
131,42,21,39
132,42,20,38
133,42,16,39
134,42,17,39
135,43,18,39
136,43,16,39
137,43,21,39
138,43,23,39
139,43,22,39
140,43,24,39
141,43,17,40
142,43,23,39
143,43,22,39
144,43,23,40
145,43,20,40
146,43,25,40
147,43,21,41
148,43,24,41
149,43,19,41
150,43,18,41
151,43,26,41
152,43,21,41
153,43,20,40
154,43,24,40
155,43,23,41
156,43,20,40
157,43,22,40
158,43,19,41
159,43,17,41
160,43,23,41
161,43,20,41
162,43,22,41
163,43,22,41
164,43,16,41
165,43,24,41
166,43,22,41
167,43,18,41
168,43,24,40
169,43,20,41
170,43,23,41
171,43,23,41
172,43,20,40
173,43,16,40
174,43,22,40
175,43,22,41
176,43,24,41
177,43,26,41
178,43,21,41
179,43,17,40
180,43,25,41
181,43,25,41
182,43,21,40
183,43,19,41
184,43,25,41
185,43,24,41
186,43,18,41
187,43,24,41
188,43,18,40
189,43,22,41
190,43,25,41
191,43,27,41
192,43,23,41
193,43,16,41
194,43,22,40
195,43,19,40
196,43,24,41
197,43,22,41
198,43,24,41
199,43,25,41
200,43,16,41
201,43,21,41
202,43,22,41
203,43,18,40
204,43,20,40
205,43,20,41
206,43,21,41
207,43,18,40
208,43,19,41
209,43,20,41
210,43,20,40
211,43,27,41
212,44,26,41
213,44,21,41
214,44,18,40
215,44,22,41
216,44,21,40
217,44,22,41
218,44,23,41
219,44,22,41
220,44,22,41
221,44,22,41
222,44,24,41
223,44,20,40
224,44,22,41
225,44,20,40
226,44,17,40
227,44,21,40
228,44,21,41
229,44,24,40
230,44,26,41
231,44,16,41
232,44,22,40
233,44,22,41
234,44,19,41
235,44,20,41
236,44,16,40
237,44,21,40
238,44,20,40
239,44,14,41
240,44,21,41
241,44,16,40
242,44,19,41
243,44,17,40
244,44,23,41
245,44,19,41
246,44,24,41
247,44,15,41
248,44,18,41
249,44,22,41
250,44,22,41
251,44,21,41
252,44,20,41
