Generation,Max Fitness, Min Fitness, Average Fitness
1,5,0,2
3,5,0,3
5,5,1,3
7,5,1,3
9,5,1,3
11,5,2,3
13,5,0,3
15,5,1,3
17,5,1,4
19,5,2,4
21,6,1,4
23,6,2,4
25,6,1,4
27,6,1,4
29,6,2,4
31,6,2,4
33,6,2,4
35,6,2,4
37,7,2,4
39,7,2,4
41,7,2,4
43,8,2,5
45,8,2,5
47,8,2,5
49,9,3,5
51,10,3,6
53,10,4,6
55,11,4,7
57,11,4,7
59,12,4,8
61,14,5,8
63,14,5,9
65,16,5,9
67,16,6,10
69,16,6,11
71,17,6,12
73,17,6,13
75,18,7,13
77,18,7,13
79,18,6,14
81,18,7,14
83,18,8,15
85,18,8,15
87,18,9,16
89,18,8,16
91,18,7,16
93,18,10,16
95,18,10,16
97,18,10,16
99,18,11,16
101,18,9,16
103,18,10,17
105,18,10,17
107,18,9,16
109,18,8,16
111,18,7,16
113,18,9,17
115,18,10,16
117,18,9,17
119,18,10,17
121,18,8,16
123,18,10,17
125,18,10,17
127,18,10,17
129,18,10,17
131,18,11,17
133,18,11,17
135,18,8,17
137,18,7,17
139,18,9,17
141,18,9,17
143,18,9,17
145,18,8,17
147,18,10,17
149,18,10,17
151,18,8,16
153,18,10,17
155,18,8,17
157,18,10,17
159,18,11,17
161,18,10,17
163,18,8,17
165,18,10,17
167,18,12,17
169,18,10,17
171,18,10,17
173,18,11,17
175,18,9,17
177,18,9,17
179,18,7,17
181,18,7,17
183,18,8,17
185,18,8,16
187,18,8,17
189,18,9,17
191,18,8,17
193,18,11,17
195,18,9,17
197,18,9,17
199,18,8,17
201,18,7,17
203,18,8,17
205,18,9,17
207,18,9,17
209,18,10,17
211,18,8,17
213,18,10,17
215,18,7,17
217,18,8,17
219,18,8,17
221,18,9,17
223,18,8,17
225,18,11,17
227,18,7,17
229,18,8,17
231,18,10,17
233,18,10,17
235,18,7,17
237,18,8,17
239,18,8,17
241,18,9,17
243,18,10,17
245,18,7,17
247,18,10,17
249,18,7,17
251,18,9,17
253,18,9,17
255,18,12,17
257,18,9,17
259,18,7,17
261,18,7,17
263,18,9,17
265,18,8,17
267,18,8,17
269,18,8,17
271,18,11,17
273,18,7,17
275,18,7,17
277,18,7,17
279,18,10,17
281,18,9,17
283,18,7,17
285,18,10,17
287,18,10,17
289,18,9,17
291,18,8,17
293,18,9,17
295,18,7,17
297,18,10,17
299,18,11,17
301,18,8,17
303,18,10,17
305,18,9,17
307,18,8,17
309,18,9,17
311,18,10,17
313,18,8,17
315,18,9,17
317,18,9,17
319,18,8,17
321,18,7,17
323,18,9,17
325,18,10,17
327,18,10,17
329,18,10,17
331,18,10,17
333,18,10,17
335,18,8,17
337,18,10,17
339,18,7,17
341,18,9,17
343,18,10,17
345,18,8,17
347,18,8,17
349,18,9,17
351,18,7,17
353,18,10,17
355,18,9,17
357,18,7,17
359,18,10,17
361,18,8,17
363,18,9,17
365,18,10,17
367,18,9,17
369,18,9,17
371,18,10,17
373,18,8,17
375,18,8,17
377,18,7,16
379,18,8,17
381,19,9,17
383,19,9,17
385,19,7,17
387,19,7,17
389,19,8,17
391,19,10,17
393,19,6,17
395,19,7,17
397,19,8,17
399,19,9,17
401,19,7,17
403,19,9,17
405,19,10,17
407,19,10,17
409,19,10,17
411,19,10,17
413,19,8,17
415,19,10,17
417,19,10,17
419,19,10,17
421,19,7,17
423,19,8,17
425,19,9,17
427,19,8,17
429,19,7,17
431,19,8,17
433,19,10,17
435,19,10,17
437,19,10,17
439,19,7,17
441,19,9,17
443,19,8,17
445,19,10,17
447,19,10,17
449,19,10,17
451,19,8,17
453,19,8,17
455,19,10,17
457,19,7,17
459,19,9,17
461,19,8,17
463,19,9,17
465,19,10,17
467,19,8,17
469,19,10,17
471,19,10,17
473,19,9,17
475,19,6,17
477,19,7,17
479,19,9,17
481,19,10,17
483,19,9,17
485,19,8,17
487,19,10,17
489,19,7,17
491,19,7,17
493,19,10,17
495,19,6,17
497,19,10,17
