1,5,0,2
3,5,0,3
5,5,1,3
7,5,1,3
9,5,1,3
11,6,1,3
13,6,1,3
15,6,1,3
17,7,1,4
19,7,2,4
21,7,2,4
23,8,2,4
25,10,1,4
27,11,2,5
29,11,1,5
31,11,2,6
33,13,2,6
35,13,3,7
37,14,3,7
39,15,5,8
41,15,4,8
43,16,4,9
45,16,5,10
47,17,4,11
49,17,6,11
51,17,5,12
53,17,7,13
55,17,8,13
57,18,7,14
59,18,9,14
61,18,8,14
63,18,7,15
65,18,8,14
67,18,7,15
69,18,7,15
71,18,9,16
73,18,7,15
75,18,8,16
77,18,10,16
79,18,9,16
81,18,9,16
83,19,7,16
85,19,8,16
87,19,8,16
89,19,7,16
91,19,7,16
93,19,7,16
95,19,9,16
97,19,6,16
99,19,8,16
101,19,8,16
103,19,7,16
105,19,8,16
107,19,7,16
109,19,8,16
111,19,7,16
113,19,8,16
115,19,8,16
117,19,6,16
119,19,6,16
121,19,7,16
123,19,8,16
125,19,8,16
127,19,7,16
129,19,9,16
131,19,7,16
133,19,5,16
135,19,9,17
137,19,8,17
139,19,6,16
141,19,8,16
143,19,7,16
145,19,8,17
147,19,7,17
149,19,7,16
151,19,8,16
153,19,6,17
155,19,8,16
157,19,8,17
159,19,7,16
161,19,8,17
163,19,9,16
165,19,8,16
167,19,6,16
169,19,6,16
171,19,7,16
173,19,7,16
175,19,6,16
177,19,6,16
179,19,9,17
181,19,8,17
183,19,5,17
185,19,8,17
187,19,6,16
189,19,9,17
191,19,8,17
193,19,7,16
195,19,8,17
197,19,7,17
199,19,7,17
201,19,8,17
203,19,8,16
205,19,8,17
207,19,8,17
209,19,10,17
211,19,9,17
213,19,9,17
215,19,7,17
217,19,8,17
219,19,9,17
221,19,9,17
223,19,8,17
225,19,9,17
227,19,9,17
229,19,8,17
231,19,8,17
233,19,9,17
235,19,8,17
237,19,7,17
239,19,7,17
241,19,9,17
243,19,7,16
245,19,9,16
247,19,7,16
249,19,7,17
251,19,8,17
253,19,9,17
255,19,7,17
257,19,7,17
259,19,8,17
261,19,8,17
263,19,6,17
265,19,7,17
267,19,7,17
269,19,7,16
271,19,7,17
273,19,6,17
275,19,7,17
277,19,6,17
279,19,9,17
281,19,7,17
283,19,6,17
285,19,8,17
287,19,8,17
289,19,7,17
291,19,8,17
293,19,6,16
295,19,8,17
297,19,9,17
299,19,8,17
301,19,7,17
303,19,9,17
305,19,8,17
307,19,10,17
309,19,8,17
311,19,5,17
313,19,7,17
315,19,7,17
317,19,7,17
319,19,10,17
321,19,8,17
323,19,9,17
325,19,7,17
327,19,6,17
329,19,6,17
331,19,8,16
333,19,7,16
335,19,6,17
337,19,7,17
339,19,6,16
341,19,9,17
343,19,7,17
345,19,8,17
347,19,7,16
349,19,7,17
351,19,6,17
353,19,8,17
355,19,8,17
357,19,7,17
359,19,8,17
361,19,8,17
363,19,7,17
365,19,7,17
367,19,7,17
369,19,9,17
371,19,6,17
373,19,7,17
375,19,9,17
377,19,7,17
379,19,10,17
381,19,9,17
383,19,9,17
385,19,9,17
387,19,5,17
389,19,7,17
391,19,7,17
393,19,7,17
395,19,9,17
397,19,7,17
399,19,9,17
401,19,9,17
403,19,7,17
405,19,7,17
407,19,6,17
409,19,7,17
411,19,8,17
413,19,7,17
415,19,9,17
417,19,7,17
419,19,7,17
421,19,7,16
423,19,8,17
425,19,7,17
427,19,8,17
429,19,9,17
431,19,8,16
433,19,8,17
435,19,7,17
437,19,6,17
439,19,7,17
441,19,5,17
443,19,10,17
445,19,7,17
447,19,8,17
449,19,8,17
451,19,9,16
453,19,6,16
455,19,6,16
457,19,7,16
459,19,6,17
461,19,6,17
463,19,9,16
465,19,7,16
467,19,5,16
469,19,6,16
471,19,9,17
473,19,7,17
475,19,5,16
477,19,8,17
479,19,7,17
481,19,8,17
483,19,7,16
485,19,8,17
487,19,7,17
489,19,8,17
491,19,9,17
493,19,6,17
495,19,6,17
497,19,6,16
