Generation,Max Fitness, Min Fitness, Average Fitness
1,6,0,3
3,6,0,3
5,6,1,4
7,6,1,4
9,6,1,4
11,6,1,4
13,6,2,4
15,6,1,4
17,6,1,4
19,6,1,4
21,7,2,4
23,7,2,4
25,7,2,4
27,7,2,4
29,7,2,4
31,7,2,5
33,7,2,5
35,7,2,5
37,7,2,5
39,7,2,5
41,7,2,5
43,7,2,5
45,7,3,5
47,7,2,5
49,7,2,5
51,7,3,5
53,7,3,5
55,7,3,5
57,8,3,5
59,8,3,6
61,8,3,6
63,8,3,6
65,8,4,6
67,8,3,6
69,8,4,6
71,8,4,6
73,8,4,6
75,8,4,6
77,8,4,6
79,8,4,6
81,9,4,6
83,9,5,7
85,9,4,7
87,9,4,7
89,9,5,7
91,9,5,7
93,10,5,8
95,10,5,8
97,11,5,8
99,11,5,8
101,11,6,8
103,12,6,8
105,12,6,9
107,12,6,9
109,13,6,9
111,14,6,9
113,14,7,10
115,14,7,10
117,17,7,10
119,17,8,11
121,17,7,12
123,17,8,12
125,17,9,13
127,17,8,13
129,17,9,13
131,18,10,14
133,18,9,15
135,18,10,16
137,19,9,16
139,19,10,16
141,19,12,16
143,19,10,16
145,19,10,17
147,19,11,17
149,19,10,17
151,20,13,17
153,20,11,17
155,20,11,17
157,20,12,17
159,20,13,18
161,20,14,18
163,20,13,18
165,20,13,18
167,20,12,18
169,20,9,18
171,20,13,18
173,20,13,18
175,20,12,18
177,20,13,18
179,20,12,18
181,20,12,18
183,20,12,18
185,20,13,18
187,20,13,18
189,20,12,18
191,20,15,18
193,20,14,18
195,20,13,18
197,20,13,18
199,20,13,18
201,20,14,18
203,20,11,18
205,20,11,19
207,20,14,19
209,20,10,19
211,20,14,19
213,20,12,19
215,20,12,19
217,20,12,19
219,20,11,19
221,20,12,19
223,20,9,19
225,20,14,19
227,20,9,19
229,20,11,19
231,20,14,19
233,20,14,19
235,20,13,19
237,20,9,19
239,20,14,19
241,20,11,19
243,20,11,19
245,20,14,19
247,20,13,19
249,20,11,19
251,20,11,19
253,20,11,19
255,20,13,19
257,20,11,19
259,20,9,19
261,20,15,19
263,20,12,19
265,20,11,19
267,20,14,19
269,20,15,19
271,20,15,19
273,20,14,19
275,20,14,19
277,20,14,19
279,20,13,19
281,20,15,19
283,20,13,19
285,20,13,19
287,20,13,19
289,20,10,19
291,20,15,19
293,20,10,19
295,20,13,19
297,20,13,19
299,20,11,19
301,20,11,19
303,20,10,19
305,20,12,19
307,20,15,19
309,20,14,19
311,20,13,19
313,20,13,19
315,20,14,19
317,20,12,19
319,20,14,19
321,20,14,19
323,20,11,19
325,20,14,19
327,20,14,19
329,20,11,19
331,20,15,19
333,20,15,19
335,20,15,19
337,20,13,19
339,20,11,19
341,20,13,19
343,20,11,19
345,20,11,19
347,20,11,19
349,20,16,19
351,20,15,19
353,20,14,19
355,20,11,19
357,20,16,19
359,20,14,19
361,20,12,19
363,20,15,19
365,20,11,19
367,20,12,19
369,20,11,19
371,20,15,19
373,20,13,19
375,20,13,19
377,20,14,19
379,20,14,19
381,20,15,19
383,20,11,19
385,20,13,19
387,20,15,19
389,20,14,19
391,20,12,19
393,20,10,19
395,20,14,19
397,20,15,19
399,20,13,19
401,20,15,19
403,20,14,19
405,20,13,19
407,20,11,19
409,20,11,19
411,20,11,19
413,20,13,19
415,20,12,19
417,20,10,19
419,20,13,19
421,20,12,19
423,20,12,19
425,20,14,19
427,20,13,19
429,20,12,19
431,20,13,19
433,20,11,19
435,20,11,19
437,20,16,19
439,20,11,19
441,20,12,19
443,20,15,19
445,20,13,19
447,20,15,19
449,20,13,19
451,20,12,19
453,20,12,19
455,20,13,19
457,20,14,19
459,20,11,19
461,20,12,19
463,20,14,19
465,20,12,19
467,20,12,19
469,20,13,19
471,20,10,19
473,20,13,19
475,20,13,19
477,20,14,19
479,20,12,19
481,20,14,19
